id,work_type
dr54162IWY-1,Private Sector
pdm70396BUZ-1,children
t65907S-1,Privte sector
pg49451QUV-1,Private
sjd68601D-1,Private Sector
nb13236VBMG-1,children
ebd65998IRW-1,children
n5875XSAH-1,Private Sector
fsu47427YH-1,Self-Employed
u29734XSC-1,US Government
x72715JOKL-1,Privte sector
qfn59847QVG-1,children
r59911K-1,children
b13583EG-1,children
zua22897UFS-1,private sector
rav11898MKL-1,Private Sector
m14785I-1,Private Sector
wr45163RB-1,Private Sector
ok57254SU-1,Private
hnd30658PXM-1,children
os32617TF-1,children
ea65376YZRS-1,Restaurant owner
mrx1731LS-1,free-lancer
u38441X-1,private sector
jt22147ZE-1,private sector
dtu50663BDGJ-1,US Government
pj19165YUAM-1,Private Sector
pa60562WTL-1,Private Sector
rb22013V-1,private sector
qyu39936VT-1,Private Sector
vg6517F-1,Albany Health Dept
bz62576CPM-1,Privte sector
b18636HZ-1,NYS OMH
agq24299NCL-1,Self employed
ao40826KA-1,private sector
qm53323ESN-1,US Government
psd28717LPIY-1,private sector
ncs53028KBRD-1,Privte sector
l57757DXI-1,Self-Employed
ip54795GB-1,children
dnp70267JVR-1,Private Sector
jn34084XQ-1,children
s20258VE-1,Private
e65333DF-1,Private Sector
he56629DIBO-1,Private
dof22417W-1,children
m49925EXQJ-1,Private Sector
o72696L-1,Private Sector
dy39708ZIJ-1,private sector
mrf60426CT-1,Restaurant owner
fij70540VH-1,Private Sector
vcf37622H-1,children
nh44813HXG-1,private sector
o47153TLYA-1,Private Sector
qpy8175PCDH-1,Private
k61528LUTI-1,DoHMH
drm38771DSCY-1,Albany Health Dept
hy31189IQXD-1,USAID
rh27804XO-1,Private
c41842GW-1,US Government
b11962GPBC-1,Private
s45404ZKF-1,private sector
rd4062T-1,private sector
och63650VJDE-1,Department of Health
v72186DEK-1,Private
jgx40240O-1,restaurant owner
vsl25931NDT-1,free-lancer
ke21292NMU-1,Private Sector
pyx25391ZJDX-1,children
ute65469NFAM-1,children
ynm29487E-1,children
fzp63575NO-1,children
fvj30457QNLH-1,US Govcernment
l5951FC-1,Private Sector
gmp8690J-1,Privte sector
y32147LFXR-1,children
my47691X-1,Private
xr25982ZNQ-1,Privte sector
x70058Z-1,Restaurant owner
ytu61868S-1,Private
zot46086RLVM-1,Privte sector
f68596K-1,private sector
ukg10281IZD-1,Entreprenur
zi31409GRN-1,private sector
j54067PQO-1,Private
uhs9731CXAD-1,children
nc24009L-1,children
ed61694VDIE-1,Freelancer
coq7453K-1,Privte sector
kov66405USVC-1,private sector
s2138RT-1,US Government
bd66650WBG-1,Private
jif59945LBDV-1,private sector
fmt16245AGKW-1,Entreprenur
xte68094T-1,Privte sector
sj64661THBC-1,Restaurant owner
o61376RBNX-1,Private Sector
car47236QFAK-1,private sector
bv875YXAW-1,private sector
m63986YUW-1,private sector
fd55410RJE-1,restaurant owner
e63287YT-1,Private
f3720EW-1,children
c20274PZU-1,Privte sector
mtp50338GB-1,Private Sector
km58209J-1,private sector
d20634LX-1,children
sd3251ADTR-1,Privte sector
z12677UZI-1,Privte sector
xwn45160PW-1,children
xd67940NS-1,USAID
la8145D-1,Private Sector
jze39393UCB-1,Private
x57710LAWF-1,Privte sector
rxy12487IL-1,Private Sector
i16513VJXQ-1,Private Sector
a42297DZH-1,Private
cvj63656AI-1,private sector
epw56233UAQ-1,Privte sector
nfg22591BL-1,children
e23757Y-1,private sector
hvt19601LZN-1,private sector
vg61801YJF-1,Private Sector
qx949QFE-1,Private Sector
ju10995M-1,Private
ypr1503C-1,Privte sector
xh37431M-1,NYC DOHMH
lx53697LAW-1,Private
rne67012DAS-1,Private Sector
kyt30525VM-1,NYS OMH
wm25860HXNP-1,children
e21743JEPW-1,children
mat25833AMPT-1,private sector
h64652ALTZ-1,Private
ky45710Y-1,Department of Health
hud27853ZPD-1,Self-employed
qef5964CORW-1,Private
te6976ZFCO-1,Private
o11145P-1,children
vdh39229F-1,Privte sector
f14189K-1,Private
x49929EJA-1,private sector
mj56328Q-1,private sector
p26742PY-1,USAID
xdb63158K-1,Privte sector
oh27435VWUA-1,Private Sector
nwe10829YJMT-1,Private
cx70593FMVJ-1,Private
i42647VOP-1,ALbany Health Department
lpx48109Q-1,Privte sector
e40732XS-1,Self employed
zpy58635MHS-1,Freelancer
ixo844NTH-1,Private
ir14688VA-1,Private Sector
yz23026AD-1,private sector
fct30463BYDJ-1,Privte sector
phw50140D-1,Department of Health
fb36837VUDE-1,restaurant owner
p57333KWU-1,US Government
c19826X-1,Entrepreneur
kh37713N-1,private sector
pa6278GR-1,children
qas15517QT-1,Private Sector
ex25326FV-1,Privte sector
vg57034UWA-1,Private
i70718T-1,Private
b47461CYQ-1,Private Sector
rm50091VSIK-1,Albany Health Dept
xpc62416JTRV-1,Privte sector
l5288Z-1,children
a66951OV-1,private sector
a28335M-1,private sector
d67465X-1,Privte sector
e67426UCA-1,children
dln19508ZT-1,private sector
ye65405XGV-1,Privte sector
g49773W-1,Private
ib57159CL-1,Restaurant owner
cdk69710IVMP-1,free-lancer
i58834DI-1,DoHMH
ck42007QNT-1,Privte sector
dg5121BF-1,Private Sector
orq44878DPW-1,private sector
n40220GA-1,private sector
j19692P-1,Privte sector
j27616ZBN-1,Department of Health
i19801NH-1,Private
vn21467R-1,Private
ia25102RWY-1,US Government
sp28788A-1,Private
hqw29028HOTD-1,private sector
xy15581AI-1,children
po16738UGQ-1,private sector
zi31836E-1,children
s43496GZX-1,NYC DOHMH
uox52677WA-1,private sector
wxc11630KDC-1,Privte sector
dlq53478K-1,Privte sector
j38349CYU-1,US Govcernment
b48425KNQB-1,private sector
mrz64420TIJ-1,NYS Office of Mental Health
cdz60271TOSV-1,Private
qrb38009CWVL-1,private sector
am11184KD-1,free-lancer
hm68967TH-1,private sector
zit66684YQLI-1,Self-employed
hw7789CDU-1,private sector
cz40112P-1,Private Sector
rie65814PGDT-1,private sector
d49598T-1,restaurant owner
b15599R-1,Private
ehi62425DHM-1,children
svn52652LQCZ-1,Private
bz71957D-1,Privte sector
y17231IZV-1,private sector
y30379K-1,NYC DOHMH
ep63997COZT-1,Privte sector
ynp39935SACE-1,Privte sector
w8203L-1,Privte sector
tj27446W-1,children
r42709BT-1,children
jvl22691RV-1,Restaurant owner
t37680IR-1,USAID
akq24552OPBY-1,private sector
jl72914XIUP-1,Privte sector
es29540G-1,private sector
b53525H-1,Private Sector
xh65411WJK-1,Private
gvj26214NGP-1,Self employed
jnb22190W-1,entreprener
sjt56714B-1,children
np4211GSJ-1,DOHMH
v6369ON-1,private sector
gkf56799EN-1,Albany Health Dept
r32235FACJ-1,ALbany Health Department
vs28048TW-1,children
uif68598FXM-1,children
ih41512VEZB-1,USAID
sf64520ONW-1,Self-Employed
ij579UEVC-1,children
v7293ZHKJ-1,Private
pa68398ZG-1,Self-employed
r36901G-1,private sector
wi45010Y-1,Private
s22127O-1,Private Sector
hue14180FS-1,children
roa18234QVUN-1,Private Sector
b44873ZWA-1,Self employed
pe19723M-1,Self-employed
byf37544XM-1,private sector
lp44679IOM-1,NYC DOHMH
